true_label,pred_label
delta,8
beta,8
delta,0
beta,6
beta,6
beta,8
beta,8
alpha,8
alpha,6
gamma,6
macrophage,2
beta,6
beta,6
alpha,8
delta,8
activated_stellate,12
beta,6
beta,6
endothelial,1
beta,6
beta,8
beta,6
beta,8
beta,8
endothelial,11
alpha,8
alpha,0
alpha,6
beta,6
macrophage,2
macrophage,2
beta,6
beta,6
beta,6
delta,6
beta,6
beta,6
delta,0
beta,8
delta,0
delta,6
endothelial,4
delta,6
beta,6
beta,8
ductal,9
ductal,9
alpha,6
endothelial,11
beta,6
alpha,0
alpha,6
endothelial,7
beta,6
beta,8
beta,6
beta,8
beta,6
B_cell,9
beta,6
quiescent_stellate,5
alpha,8
alpha,6
activated_stellate,12
endothelial,11
beta,6
beta,6
gamma,0
endothelial,11
beta,6
activated_stellate,12
alpha,0
quiescent_stellate,12
beta,6
delta,0
beta,8
endothelial,11
beta,6
beta,6
B_cell,3
activated_stellate,12
macrophage,2
alpha,6
endothelial,11
macrophage,2
beta,6
delta,6
beta,6
delta,0
delta,6
beta,8
beta,6
beta,6
delta,6
beta,6
quiescent_stellate,5
B_cell,3
endothelial,11
endothelial,11
beta,8
beta,8
beta,8
delta,0
beta,8
beta,0
ductal,3
beta,8
beta,8
beta,8
beta,8
beta,8
gamma,0
beta,8
alpha,0
beta,8
beta,6
beta,8
beta,8
beta,8
ductal,3
alpha,0
alpha,0
beta,6
alpha,0
delta,8
beta,8
alpha,6
beta,8
delta,0
alpha,6
beta,8
beta,8
alpha,0
delta,0
alpha,0
beta,8
beta,6
beta,8
gamma,0
gamma,0
beta,8
beta,8
beta,8
beta,8
delta,0
beta,8
alpha,0
beta,8
alpha,0
alpha,0
alpha,0
beta,0
delta,0
delta,0
beta,8
beta,6
beta,8
beta,0
beta,8
beta,8
delta,0
beta,8
beta,8
beta,6
beta,8
alpha,8
delta,0
beta,8
delta,8
beta,8
beta,8
beta,8
beta,8
beta,8
delta,0
beta,6
beta,8
delta,6
schwann,12
delta,0
alpha,6
delta,0
beta,6
delta,0
delta,0
beta,8
delta,0
delta,6
beta,8
alpha,6
beta,8
alpha,0
alpha,6
beta,8
alpha,6
beta,8
gamma,0
beta,8
beta,6
beta,8
delta,0
beta,6
beta,8
beta,8
beta,0
beta,8
ductal,9
beta,6
beta,8
delta,0
alpha,0
alpha,6
beta,8
endothelial,4
alpha,6
delta,0
beta,8
beta,8
beta,0
beta,6
delta,0
beta,8
alpha,0
beta,6
beta,8
beta,8
beta,8
beta,8
alpha,0
gamma,0
beta,8
beta,8
beta,0
alpha,6
beta,8
beta,8
delta,8
beta,6
macrophage,2
beta,8
alpha,8
alpha,6
beta,8
delta,0
beta,8
endothelial,1
endothelial,4
beta,8
alpha,6
beta,6
beta,6
beta,8
beta,6
beta,8
beta,8
beta,6
beta,8
alpha,0
beta,0
beta,8
alpha,0
delta,8
beta,8
delta,0
beta,8
endothelial,4
beta,8
gamma,0
beta,0
delta,0
beta,8
beta,6
delta,6
alpha,6
beta,8
delta,0
beta,8
beta,6
alpha,0
beta,8
beta,8
beta,8
alpha,0
delta,0
endothelial,4
beta,8
ductal,3
beta,8
beta,8
delta,8
alpha,6
beta,0
beta,8
alpha,0
endothelial,4
beta,6
beta,6
endothelial,10
beta,6
beta,0
alpha,0
alpha,0
activated_stellate,9
delta,0
alpha,8
beta,0
ductal,9
beta,6
beta,6
beta,0
endothelial,4
endothelial,1
beta,8
gamma,0
beta,8
quiescent_stellate,12
beta,8
gamma,8
alpha,6
beta,8
delta,6
ductal,9
beta,8
beta,6
alpha,8
beta,8
alpha,0
alpha,0
beta,8
beta,6
macrophage,2
beta,8
beta,8
ductal,3
alpha,0
macrophage,2
delta,6
endothelial,11
alpha,6
alpha,6
delta,0
alpha,6
alpha,0
beta,6
delta,0
endothelial,11
beta,6
activated_stellate,12
beta,0
endothelial,11
activated_stellate,12
beta,6
beta,6
alpha,6
delta,6
alpha,6
beta,8
beta,6
alpha,8
delta,0
beta,6
ductal,3
macrophage,2
beta,6
beta,8
B_cell,3
beta,8
endothelial,7
endothelial,11
endothelial,1
alpha,0
beta,6
beta,8
delta,0
beta,6
endothelial,11
beta,6
alpha,8
beta,6
endothelial,11
alpha,0
beta,8
endothelial,4
alpha,6
delta,8
beta,6
beta,6
beta,6
delta,0
quiescent_stellate,5
beta,8
alpha,6
endothelial,1
ductal,9
beta,6
beta,8
T_cell,3
endothelial,7
beta,6
ductal,9
immune_other,3
macrophage,2
quiescent_stellate,5
beta,6
beta,8
beta,0
delta,6
endothelial,1
alpha,0
beta,6
beta,0
beta,0
delta,6
beta,6
beta,6
beta,6
beta,8
beta,8
beta,6
delta,6
alpha,6
macrophage,2
delta,6
T_cell,9
beta,6
alpha,8
quiescent_stellate,5
quiescent_stellate,5
delta,6
beta,6
delta,8
delta,6
quiescent_stellate,5
delta,6
quiescent_stellate,12
delta,0
delta,6
alpha,6
ductal,9
delta,6
beta,0
B_cell,3
delta,0
delta,6
delta,0
delta,6
quiescent_stellate,5
endothelial,7
beta,8
beta,8
beta,8
beta,0
beta,0
beta,8
beta,8
beta,6
beta,8
beta,8
beta,0
beta,6
delta,0
delta,0
beta,8
activated_stellate,12
beta,0
beta,8
beta,8
alpha,0
alpha,6
beta,8
beta,8
beta,8
beta,8
alpha,0
beta,8
beta,8
beta,6
alpha,6
beta,8
beta,8
delta,0
schwann,3
beta,8
beta,6
beta,6
beta,8
gamma,0
beta,8
delta,0
beta,8
beta,6
beta,8
beta,6
beta,8
beta,0
delta,0
beta,8
alpha,6
beta,8
beta,8
beta,8
beta,8
beta,8
beta,6
beta,8
beta,8
beta,8
beta,0
ductal,3
beta,8
alpha,0
alpha,0
schwann,12
alpha,0
beta,6
beta,8
ductal,3
alpha,0
beta,8
delta,0
alpha,0
delta,6
delta,0
alpha,0
beta,8
alpha,0
beta,8
beta,8
delta,6
alpha,0
beta,6
beta,8
beta,8
alpha,6
alpha,8
beta,8
beta,8
beta,8
alpha,0
beta,8
alpha,0
alpha,0
alpha,0
beta,8
delta,0
beta,8
beta,8
alpha,0
beta,8
beta,8
beta,8
beta,8
delta,6
alpha,0
beta,8
alpha,0
alpha,0
beta,8
beta,8
alpha,0
beta,8
beta,8
alpha,8
delta,0
beta,8
alpha,0
beta,6
beta,6
beta,8
beta,8
beta,8
beta,6
delta,6
delta,6
beta,8
beta,8
beta,0
alpha,6
ductal,3
beta,6
beta,0
beta,8
beta,8
beta,8
beta,8
beta,8
beta,6
delta,6
beta,8
alpha,0
beta,8
delta,0
alpha,0
B_cell,9
beta,8
alpha,8
delta,6
beta,8
alpha,0
delta,0
alpha,6
beta,8
alpha,6
beta,8
alpha,0
alpha,6
beta,8
alpha,0
beta,6
beta,0
alpha,6
beta,0
macrophage,2
beta,0
beta,8
alpha,8
beta,8
beta,6
ductal,3
gamma,0
beta,8
alpha,8
beta,6
beta,8
beta,8
delta,0
beta,6
gamma,0
endothelial,4
alpha,8
alpha,6
alpha,0
alpha,6
beta,8
beta,6
alpha,6
beta,6
beta,6
beta,8
endothelial,4
alpha,0
gamma,6
beta,6
beta,6
alpha,6
delta,6
ductal,3
beta,6
beta,8
beta,0
alpha,6
ductal,3
alpha,0
endothelial,5
alpha,0
beta,6
alpha,6
alpha,8
activated_stellate,5
delta,0
delta,6
ductal,9
beta,6
beta,6
beta,8
alpha,0
beta,0
gamma,6
beta,6
beta,8
beta,6
endothelial,7
ductal,9
beta,8
alpha,8
endothelial,5
beta,6
beta,6
beta,0
macrophage,2
macrophage,2
beta,6
beta,6
alpha,6
quiescent_stellate,5
alpha,8
beta,6
endothelial,7
alpha,0
endothelial,7
beta,6
beta,0
beta,8
beta,6
beta,6
beta,6
alpha,6
alpha,6
endothelial,11
beta,6
endothelial,1
beta,6
delta,6
beta,0
beta,8
beta,6
endothelial,5
beta,8
beta,6
endothelial,4
beta,6
endothelial,7
beta,6
beta,8
beta,6
beta,6
gamma,0
beta,6
beta,0
alpha,0
ductal,9
activated_stellate,5
beta,8
beta,8
delta,6
delta,6
alpha,6
beta,8
delta,0
beta,8
alpha,6
endothelial,1
beta,6
beta,6
beta,6
beta,6
endothelial,5
alpha,0
beta,6
endothelial,7
alpha,0
beta,6
alpha,6
endothelial,7
endothelial,4
beta,6
beta,8
beta,6
beta,8
beta,6
beta,6
beta,8
endothelial,7
delta,0
quiescent_stellate,7
endothelial,7
beta,6
macrophage,2
beta,8
beta,8
beta,8
endothelial,7
quiescent_stellate,12
endothelial,11
endothelial,1
delta,0
beta,6
immune_other,3
beta,6
delta,0
beta,6
gamma,0
endothelial,11
beta,6
beta,6
alpha,6
macrophage,2
alpha,6
ductal,9
beta,8
beta,8
beta,6
beta,6
ductal,9
beta,8
endothelial,7
alpha,6
endothelial,4
delta,6
beta,6
beta,6
beta,8
alpha,0
beta,8
quiescent_stellate,12
beta,6
alpha,6
delta,6
beta,6
beta,8
endothelial,5
endothelial,7
delta,8
beta,8
beta,8
ductal,9
quiescent_stellate,5
ductal,9
beta,6
beta,6
beta,6
beta,8
beta,6
endothelial,11
beta,8
T_cell,3
endothelial,7
beta,8
B_cell,3
endothelial,11
quiescent_stellate,5
beta,6
beta,8
beta,6
beta,8
delta,8
ductal,9
ductal,9
beta,8
beta,8
immune_other,3
beta,8
beta,8
delta,0
delta,6
delta,6
endothelial,5
ductal,9
beta,6
beta,8
ductal,9
quiescent_stellate,5
ductal,9
